variant_name,layer_index,probe_name,diagnostic_family,run_count,exactness_mean,exactness_std,curl_energy_mean,curl_energy_std,exactness_positional_mean,exactness_positional_std,curl_energy_positional_mean,curl_energy_positional_std
pretrained,0,exact_r1,probe,5,1.0,0.0,2.8192557324938204e-15,1.2653260722763382e-16,0.9977103619939751,0.0030379975580735207,0.013737825042901225,0.01822798341335227
pretrained,0,exact_r16,probe,5,1.0,0.0,3.162706447665465e-15,1.2852481698845063e-16,0.9988691440886921,0.001006728433230244,0.006785134318003354,0.0060403692298412115
pretrained,0,exact_r2,probe,5,1.0,0.0,3.2050739351612324e-15,5.5265050616093545e-17,0.9984485265281465,0.0009650198518221487,0.009308849290876726,0.005790126657710438
pretrained,0,exact_r4,probe,5,1.0,0.0,3.296302117512396e-15,1.151679359243291e-16,0.9982851114537981,0.001168242151655666,0.010289327030639268,0.0070094512214011325
pretrained,0,exact_r64,probe,5,1.0,0.0,3.208119267687927e-15,4.480235382894447e-17,0.9991412133806282,0.0005753433533004805,0.005152720720474867,0.0034520634135386356
pretrained,0,exact_r8,probe,5,1.0,0.0,3.300230284936048e-15,8.949372910142989e-17,0.9984056289825175,0.001423546229125891,0.009566228609441573,0.008541276128265787
pretrained,0,pairwise,probe,5,0.7912034527295165,0.022741548637254094,1.252779284823272,0.13644929242782508,0.7737590529852443,0.02342810523711264,1.3574456844478846,0.1405686363261365
pretrained,0,pairwise_plus_query_context,probe,5,0.7517041457196076,0.03779453466234513,1.4897751287453704,0.22676720828422453,0.7341063698132833,0.03235276949045339,1.5953617768155204,0.19411662830346513
pretrained,0,pairwise_plus_triadic,probe,5,0.7617979729341136,0.05005584270116704,1.4292121620227893,0.3003350468302269,0.7417903398474057,0.048589284801509675,1.549257961412271,0.29153570449942595
pretrained,0,pairwise_plus_triplet_mlp,probe,5,0.7691396359768179,0.0259073107252017,1.3851621821108793,0.155443857128529,0.7420665287309223,0.02426305679812747,1.5476008262899188,0.14557834492468708
