variant_name,layer_index,probe_name,probe_family,rank,num_parameters_mean,num_parameters_std,run_count,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,test_accuracy_polarity_invariant_mean,test_accuracy_polarity_invariant_std
pretrained,0,exact_r1,exact,1,1032,0.0,2,0.5475,0.020034692133618838,0.5277777777777778,0.039283710065919325,0.5277777777777778,0.039283710065919325
pretrained,0,exact_r16,exact,16,16482,0.0,2,0.5645833333333333,0.03948012861624895,0.5104166666666667,0.05401510134063909,0.5381944444444444,0.014731391274719766
pretrained,0,exact_r2,exact,2,2062,0.0,2,0.5679166666666666,0.026516504294495518,0.5138888888888888,0.05892556509887899,0.5416666666666667,0.019641855032959663
pretrained,0,exact_r4,exact,4,4122,0.0,2,0.5641666666666667,0.029462782549439456,0.4722222222222222,0.06874649261535881,0.5486111111111112,0.03928371006591925
pretrained,0,exact_r64,exact,64,65922,0.0,2,0.5662499999999999,0.027695015596473124,0.4930555555555555,0.029462782549439456,0.5208333333333333,0.009820927516479871
pretrained,0,exact_r8,exact,8,8242,0.0,2,0.5645833333333333,0.030052038200428257,0.5173611111111112,0.03437324630767935,0.5243055555555556,0.024552318791199557
pretrained,0,pairwise,pairwise,64,533058,0.0,2,0.8125,0.023570226039551657,0.53125,0.014731391274719688,0.53125,0.014731391274719688
pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,2,0.9208333333333334,0.022391714737573974,0.5277777777777778,0.039283710065919325,0.5277777777777778,0.039283710065919325
pretrained,0,query_only,query_only,64,1538,0.0,2,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,0,triadic,triadic,87,534878,0.0,2,0.9170833333333334,0.011195857368787025,0.5208333333333333,0.029462782549439456,0.5208333333333333,0.029462782549439456
pretrained,1,exact_r1,exact,1,1032,0.0,2,0.5358333333333334,0.010606601717798222,0.5173611111111112,0.004910463758239975,0.5173611111111112,0.004910463758239975
pretrained,1,exact_r16,exact,16,16482,0.0,2,0.5979166666666667,0.014731391274719688,0.47916666666666663,0.03928371006591928,0.5277777777777778,0.029462782549439532
pretrained,1,exact_r2,exact,2,2062,0.0,2,0.5854166666666667,0.011195857368787025,0.4965277777777778,0.08347788389007854,0.5590277777777778,0.004910463758239896
pretrained,1,exact_r4,exact,4,4122,0.0,2,0.5954166666666667,0.02180245908658525,0.4930555555555556,0.049104637582399156,0.5347222222222223,0.009820927516479871
pretrained,1,exact_r64,exact,64,65922,0.0,2,0.5858333333333333,0.03181980515339459,0.5173611111111112,0.014731391274719766,0.5173611111111112,0.014731391274719766
pretrained,1,exact_r8,exact,8,8242,0.0,2,0.6000000000000001,0.009428090415820616,0.45833333333333337,0.009820927516479831,0.5416666666666667,0.009820927516479871
