run_seed,variant_name,layer_index,probe_name,exactness_mean,curl_energy_mean,exactness_positional_mean,curl_energy_positional_mean
13,pretrained,0,exact,1.0,7.866190007633076e-16,1.0,1.788433571199678e-15
13,pretrained,0,pairwise,0.9077405830224355,0.2767782501953964,0.9211010365850396,0.23669689120207396
13,pretrained,1,exact,1.0,7.661849187604862e-16,1.0,1.7379831359552558e-15
13,pretrained,1,pairwise,0.9203049163851473,0.23908524761079913,0.9164829361769888,0.25055118581642294
13,pretrained,2,exact,1.0,7.873857681479139e-16,1.0,1.6342674253549037e-15
13,pretrained,2,pairwise,0.9648313224315643,0.10550602900588678,0.9703094959259033,0.08907151849254863
13,pretrained,3,exact,1.0,7.58696985746994e-16,1.0,1.6434184689585678e-15
13,pretrained,3,pairwise,0.9560552963780032,0.13183412397726593,0.9631085296471914,0.11067441899245346
13,pretrained,4,exact,1.0,7.589081471270411e-16,1.0,1.7004480234360016e-15
13,pretrained,4,pairwise,0.96062354495128,0.11812937146169133,0.9645634777843952,0.10630957447655318
13,pretrained,5,exact,1.0,7.440122156985507e-16,1.0,1.5666749965072077e-15
13,pretrained,5,pairwise,0.9698035613530211,0.09058932021273197,0.972725771781471,0.0818226844526685
13,pretrained,6,exact,1.0,7.921383113800981e-16,1.0,1.848440639863156e-15
13,pretrained,6,pairwise,0.9718730776674218,0.08438076761699954,0.9765290121237437,0.07041296249210266
13,pretrained,7,exact,1.0,7.461275619217639e-16,1.0,1.7934552435263296e-15
13,pretrained,7,pairwise,0.976841234912475,0.0694763016540997,0.9813331547710631,0.05600054106293505
13,pretrained,8,exact,1.0,7.449213147644336e-16,1.0,1.8078381938429526e-15
13,pretrained,8,pairwise,0.9640173229078451,0.10794803526975254,0.9695306647982862,0.09140801466492121
13,pretrained,9,exact,1.0,7.440896248227257e-16,1.0,1.7605339606459821e-15
13,pretrained,9,pairwise,0.9653806673983732,0.1038579907948992,0.9738261128465334,0.07852167058849267
13,pretrained,10,exact,1.0,7.221165341370337e-16,1.0,1.5576762302368695e-15
13,pretrained,10,pairwise,0.968976085798608,0.09307174460668143,0.9778095458944639,0.06657135374391349
13,pretrained,11,exact,1.0,7.261148033529479e-16,1.0,1.774176497184679e-15
13,pretrained,11,pairwise,0.9602782138519816,0.11916535875368733,0.9736082889139652,0.07917513119981676
13,pretrained,12,exact,1.0,7.722573662477073e-16,1.0,1.886939967411597e-15
13,pretrained,12,pairwise,0.9682622262173228,0.09521332241759713,0.9759606739713086,0.07211796835003446
13,random_control,0,exact,1.0,7.242988992687476e-16,1.0,2.12096049067172e-15
13,random_control,0,pairwise,0.9621913188861476,0.11342604609348604,0.9195542538331615,0.24133723683836353
13,random_control,1,exact,1.0,6.993109745812239e-16,1.0,2.00565528007852e-15
13,random_control,1,pairwise,0.9182085713578595,0.24537429485806367,0.8874066691431735,0.33777998544327503
13,random_control,2,exact,1.0,6.608915120561964e-16,1.0,1.990834141677654e-15
13,random_control,2,pairwise,0.904101088643074,0.28769673449763405,0.8905703744126691,0.3282888677818442
13,random_control,3,exact,1.0,5.705188559210865e-16,1.0,1.6251181434621263e-15
13,random_control,3,pairwise,0.9543357926110426,0.1369926192306189,0.9505329041017426,0.14840129245486525
13,random_control,4,exact,1.0,5.256443326433665e-16,1.0,1.7128307532403414e-15
13,random_control,4,pairwise,0.9489539298746321,0.15313820291582184,0.955119539052248,0.13464138338329373
13,random_control,5,exact,1.0,5.921830736896928e-16,1.0,1.7443137212366916e-15
13,random_control,5,pairwise,0.9468194473948743,0.1595416600919432,0.9473216181827916,0.1580351355110502
13,random_control,6,exact,1.0,5.898740269500739e-16,1.0,1.781485530148739e-15
13,random_control,6,pairwise,0.9429433647957113,0.1711699063436956,0.9477847115033202,0.15664586150604817
13,random_control,7,exact,1.0,5.391270717659707e-16,1.0,1.8084737075166814e-15
13,random_control,7,pairwise,0.9341187121139632,0.19764385918258792,0.924442171636555,0.22667349599457035
13,random_control,8,exact,1.0,6.48841377514094e-16,1.0,2.0150227233213238e-15
13,random_control,8,pairwise,0.966663664413823,0.10000901004888066,0.9639742366141744,0.10807728664561485
13,random_control,9,exact,1.0,5.979358561262853e-16,1.0,1.7592519233407535e-15
13,random_control,9,pairwise,0.9613016115294563,0.11609516144865968,0.9615571519566907,0.11532854586969027
13,random_control,10,exact,1.0,7.050582574615593e-16,1.0,2.3325165858664656e-15
13,random_control,10,pairwise,0.9758262294862006,0.07252130654119861,0.9708274664978186,0.08751760577918806
13,random_control,11,exact,1.0,6.755508902332851e-16,1.0,2.1233184995185217e-15
13,random_control,11,pairwise,0.979313623574045,0.06205913933485539,0.9796934268540807,0.0609197294106707
13,random_control,12,exact,1.0,6.875198799197485e-16,1.0,1.89568471533908e-15
13,random_control,12,pairwise,0.9729764614668157,0.08107061143608815,0.973540344585975,0.07937896977172285
