variant_name,layer_index,probe_name,group_type,group_name,run_count,example_count_mean,example_count_std,test_accuracy_mean,test_accuracy_std,test_accuracy_polarity_invariant_mean,test_accuracy_polarity_invariant_std
pretrained,3,triadic,template_family_id,active,5,24,0.0,0.6,0.05590169943749475,0.6,0.05590169943749475
pretrained,3,triadic,template_family_id,below,5,24,0.0,0.45,0.14252192813739226,0.6,0.10458250331675945
pretrained,3,triadic,template_family_id,mixed_ab_inverse,5,24,0.0,0.21666666666666667,0.06180165405913053,0.7833333333333333,0.061801654059130545
pretrained,3,triadic,template_family_id,mixed_bc_inverse,5,24,0.0,0.45,0.05432668671002207,0.55,0.05432668671002206
pretrained,3,triadic,template_family_id,passive,5,24,0.0,0.55,0.14848774734337886,0.6333333333333333,0.05432668671002209
pretrained,3,triadic,template_id,above_reverse,5,24,0.0,0.6,0.05590169943749474,0.6,0.05590169943749474
pretrained,3,triadic,template_id,active_reverse,5,24,0.0,0.6,0.05590169943749475,0.6,0.05590169943749475
pretrained,3,triadic,template_id,below_forward,5,24,0.0,0.45,0.14252192813739226,0.6,0.10458250331675945
pretrained,3,triadic,template_id,mixed_ab_inverse_reverse,5,24,0.0,0.21666666666666667,0.06180165405913053,0.7833333333333333,0.061801654059130545
pretrained,3,triadic,template_id,mixed_bc_inverse,5,24,0.0,0.45,0.05432668671002207,0.55,0.05432668671002206
pretrained,3,triadic,template_id,passive_forward,5,24,0.0,0.55,0.14848774734337886,0.6333333333333333,0.05432668671002209
pretrained,4,exact,template_family_id,above,5,24,0.0,0.6916666666666667,0.0959238702768445,0.6916666666666667,0.0959238702768445
pretrained,4,exact,template_family_id,active,5,24,0.0,0.6833333333333333,0.04750730937913076,0.6833333333333333,0.04750730937913076
pretrained,4,exact,template_family_id,below,5,24,0.0,0.525,0.12706625568314087,0.6083333333333333,0.04750730937913076
pretrained,4,exact,template_family_id,mixed_ab_inverse,5,24,0.0,0.675,0.04564354645876386,0.675,0.04564354645876386
pretrained,4,exact,template_family_id,mixed_bc_inverse,5,24,0.0,0.6916666666666667,0.13043729868748774,0.6916666666666667,0.13043729868748774
pretrained,4,exact,template_family_id,passive,5,24,0.0,0.6583333333333333,0.16770509831248423,0.675,0.1455354099714415
pretrained,4,exact,template_id,above_reverse,5,24,0.0,0.6916666666666667,0.0959238702768445,0.6916666666666667,0.0959238702768445
pretrained,4,exact,template_id,active_reverse,5,24,0.0,0.6833333333333333,0.04750730937913076,0.6833333333333333,0.04750730937913076
pretrained,4,exact,template_id,below_forward,5,24,0.0,0.525,0.12706625568314087,0.6083333333333333,0.04750730937913076
pretrained,4,exact,template_id,mixed_ab_inverse_reverse,5,24,0.0,0.675,0.04564354645876386,0.675,0.04564354645876386
pretrained,4,exact,template_id,mixed_bc_inverse,5,24,0.0,0.6916666666666667,0.13043729868748774,0.6916666666666667,0.13043729868748774
pretrained,4,exact,template_id,passive_forward,5,24,0.0,0.6583333333333333,0.16770509831248423,0.675,0.1455354099714415
pretrained,4,pairwise,template_family_id,above,5,24,0.0,0.7166666666666667,0.034860834438919824,0.7166666666666667,0.034860834438919824
pretrained,4,pairwise,template_family_id,active,5,24,0.0,0.6833333333333333,0.06319062870042959,0.6833333333333333,0.06319062870042959
pretrained,4,pairwise,template_family_id,below,5,24,0.0,0.5166666666666666,0.15756392000990863,0.6166666666666667,0.09033118078616167
pretrained,4,pairwise,template_family_id,mixed_ab_inverse,5,24,0.0,0.44166666666666665,0.07569125885243728,0.575,0.054326686710022075
pretrained,4,pairwise,template_family_id,mixed_bc_inverse,5,24,0.0,0.6083333333333334,0.08122328620674137,0.6083333333333334,0.08122328620674137
pretrained,4,pairwise,template_family_id,passive,5,24,0.0,0.6333333333333333,0.15975241260567347,0.6666666666666666,0.11410886614690965
pretrained,4,pairwise,template_id,above_reverse,5,24,0.0,0.7166666666666667,0.034860834438919824,0.7166666666666667,0.034860834438919824
pretrained,4,pairwise,template_id,active_reverse,5,24,0.0,0.6833333333333333,0.06319062870042959,0.6833333333333333,0.06319062870042959
pretrained,4,pairwise,template_id,below_forward,5,24,0.0,0.5166666666666666,0.15756392000990863,0.6166666666666667,0.09033118078616167
pretrained,4,pairwise,template_id,mixed_ab_inverse_reverse,5,24,0.0,0.44166666666666665,0.07569125885243728,0.575,0.054326686710022075
