run_seed,variant_name,layer_index,probe_name,rank,num_parameters,train_accuracy,test_accuracy,test_accuracy_polarity_invariant
19,pretrained,0,query_only,64,642,0.5,0.5,0.5
19,pretrained,0,exact,64,49282,0.6375,0.4513888888888889,0.5486111111111112
19,pretrained,0,pairwise,64,401730,0.8166666666666667,0.4513888888888889,0.5486111111111112
19,pretrained,0,triadic,75,403502,0.9358333333333333,0.3888888888888889,0.6111111111111112
19,pretrained,1,query_only,64,642,0.5,0.5,0.5
19,pretrained,1,exact,64,49282,0.8158333333333333,0.6597222222222222,0.6597222222222222
19,pretrained,1,pairwise,64,401730,0.9766666666666667,0.5902777777777778,0.5902777777777778
19,pretrained,1,triadic,75,403502,0.9841666666666666,0.5069444444444444,0.5069444444444444
19,pretrained,2,query_only,64,642,0.5,0.5,0.5
19,pretrained,2,exact,64,49282,0.8691666666666666,0.6388888888888888,0.6388888888888888
19,pretrained,2,pairwise,64,401730,0.99,0.5833333333333334,0.5833333333333334
19,pretrained,2,triadic,75,403502,0.9783333333333334,0.5486111111111112,0.5486111111111112
19,pretrained,3,query_only,64,642,0.5,0.5,0.5
19,pretrained,3,exact,64,49282,0.8925,0.6666666666666666,0.6666666666666666
19,pretrained,3,pairwise,64,401730,0.9991666666666666,0.6041666666666666,0.6041666666666666
19,pretrained,3,triadic,75,403502,0.9891666666666666,0.4930555555555556,0.5069444444444444
19,pretrained,4,query_only,64,642,0.5,0.5,0.5
19,pretrained,4,exact,64,49282,0.9716666666666667,0.6944444444444444,0.6944444444444444
19,pretrained,4,pairwise,64,401730,0.9666666666666667,0.625,0.625
19,pretrained,4,triadic,75,403502,0.9941666666666666,0.5763888888888888,0.5763888888888888
19,pretrained,5,query_only,64,642,0.5,0.5,0.5
19,pretrained,5,exact,64,49282,0.9641666666666666,0.6944444444444444,0.6944444444444444
19,pretrained,5,pairwise,64,401730,0.9858333333333333,0.6319444444444444,0.6319444444444444
19,pretrained,5,triadic,75,403502,0.9916666666666667,0.5555555555555556,0.5555555555555556
19,pretrained,6,query_only,64,642,0.5,0.5,0.5
19,pretrained,6,exact,64,49282,0.9633333333333334,0.6319444444444444,0.6319444444444444
19,pretrained,6,pairwise,64,401730,0.9933333333333333,0.6041666666666666,0.6041666666666666
19,pretrained,6,triadic,75,403502,0.9958333333333333,0.4375,0.5625
19,pretrained,7,query_only,64,642,0.5,0.5,0.5
19,pretrained,7,exact,64,49282,0.9741666666666666,0.6458333333333334,0.6458333333333334
19,pretrained,7,pairwise,64,401730,0.9933333333333333,0.5833333333333334,0.5833333333333334
19,pretrained,7,triadic,75,403502,0.9983333333333333,0.5625,0.5625
19,pretrained,8,query_only,64,642,0.5,0.5,0.5
19,pretrained,8,exact,64,49282,0.9916666666666667,0.6458333333333334,0.6458333333333334
19,pretrained,8,pairwise,64,401730,0.9958333333333333,0.6111111111111112,0.6111111111111112
19,pretrained,8,triadic,75,403502,0.9991666666666666,0.5069444444444444,0.5069444444444444
19,pretrained,9,query_only,64,642,0.5,0.5,0.5
19,pretrained,9,exact,64,49282,0.985,0.6458333333333334,0.6458333333333334
19,pretrained,9,pairwise,64,401730,0.985,0.5833333333333334,0.5833333333333334
19,pretrained,9,triadic,75,403502,0.995,0.5138888888888888,0.5138888888888888
19,pretrained,10,query_only,64,642,0.5,0.5,0.5
19,pretrained,10,exact,64,49282,0.9883333333333333,0.6180555555555556,0.6180555555555556
19,pretrained,10,pairwise,64,401730,1.0,0.5902777777777778,0.5902777777777778
19,pretrained,10,triadic,75,403502,0.9966666666666667,0.5138888888888888,0.5138888888888888
19,pretrained,11,query_only,64,642,0.5,0.5,0.5
19,pretrained,11,exact,64,49282,0.9825,0.5902777777777778,0.5902777777777778
19,pretrained,11,pairwise,64,401730,0.9925,0.5833333333333334,0.5833333333333334
19,pretrained,11,triadic,75,403502,0.9975,0.5694444444444444,0.5694444444444444
19,pretrained,12,query_only,64,642,0.5,0.5,0.5
19,pretrained,12,exact,64,49282,0.9716666666666667,0.6111111111111112,0.6111111111111112
19,pretrained,12,pairwise,64,401730,1.0,0.5625,0.5625
19,pretrained,12,triadic,75,403502,0.9991666666666666,0.4930555555555556,0.5069444444444444
19,random_control,0,query_only,64,642,0.5,0.5,0.5
19,random_control,0,exact,64,49282,0.64,0.5138888888888888,0.5138888888888888
19,random_control,0,pairwise,64,401730,0.8808333333333334,0.4930555555555556,0.5069444444444444
19,random_control,0,triadic,75,403502,0.9575,0.4097222222222222,0.5902777777777778
19,random_control,1,query_only,64,642,0.5,0.5,0.5
19,random_control,1,exact,64,49282,0.6491666666666667,0.4722222222222222,0.5277777777777778
19,random_control,1,pairwise,64,401730,0.8991666666666667,0.4444444444444444,0.5555555555555556
19,random_control,1,triadic,75,403502,0.9666666666666667,0.4444444444444444,0.5555555555555556
19,random_control,2,query_only,64,642,0.5,0.5,0.5
19,random_control,2,exact,64,49282,0.6516666666666666,0.4513888888888889,0.5486111111111112
19,random_control,2,pairwise,64,401730,0.9391666666666667,0.4305555555555556,0.5694444444444444
19,random_control,2,triadic,75,403502,0.9733333333333334,0.4027777777777778,0.5972222222222222
19,random_control,3,query_only,64,642,0.5,0.5,0.5
19,random_control,3,exact,64,49282,0.6575,0.4861111111111111,0.5138888888888888
19,random_control,3,pairwise,64,401730,0.9741666666666666,0.3888888888888889,0.6111111111111112
19,random_control,3,triadic,75,403502,0.985,0.3680555555555556,0.6319444444444444
19,random_control,4,query_only,64,642,0.5,0.5,0.5
19,random_control,4,exact,64,49282,0.6558333333333334,0.4375,0.5625
