variant_name,layer_index,probe_name,diagnostic_family,run_count,exactness_mean,exactness_std,curl_energy_mean,curl_energy_std,exactness_positional_mean,exactness_positional_std,curl_energy_positional_mean,curl_energy_positional_std
pretrained,0,exact_r1,probe,3,1.0,0.0,2.823798096743948e-15,1.776412076016099e-16,0.998888810613641,0.0009456923404639455,0.006667133157154442,0.005674155673238658
pretrained,0,exact_r16,probe,3,1.0,0.0,3.11960530947369e-15,1.6104943576160433e-16,0.9989677751781764,0.0012803132671511358,0.006193351402207217,0.0076818764423514175
pretrained,0,exact_r2,probe,3,1.0,0.0,3.2097063541472292e-15,5.054009228830854e-17,0.9989815657889402,0.0007716803480443392,0.0061106133166672575,0.004630099163445924
pretrained,0,exact_r4,probe,3,1.0,0.0,3.3474985166102914e-15,1.044207753532898e-16,0.9988908105426364,0.0007120500980716203,0.006655133810084037,0.004272300387876322
pretrained,0,exact_r64,probe,3,1.0,0.0,3.1852341712236798e-15,1.2150039418757892e-17,0.9991591721773148,0.000757983152702298,0.005044970070971263,0.00454790611870786
pretrained,0,exact_r8,probe,3,1.0,0.0,3.29465620541643e-15,6.861237783960134e-17,0.9984146985742781,0.0019592769247115567,0.009511815641114179,0.011755661448482049
pretrained,0,pairwise,probe,3,0.8049164061193113,0.004667287991659951,1.1705015640429877,0.028003729751810598,0.7872252840962675,0.00721161956221946,1.276648295422395,0.043269708289131924
pretrained,0,pairwise_plus_triadic,probe,3,0.7769719835508753,0.03937193026659545,1.3381680884846934,0.23623157596471078,0.7522510515043029,0.03785000897454838,1.4864936925608803,0.2271000549374717
pretrained,0,raw_projection_r4,raw_projection,3,1.0,0.0,3.1563281301871905e-15,1.210678554005824e-16,0.9997509895927377,0.00021483926478062845,0.0014940599925197333,0.001289040428704724
pretrained,0,raw_skew_bilinear_r8,raw_skew_bilinear,3,0.31784441708414646,0.0033433752682615813,4.0929335002545955,0.020060253072311334,0.31762938518767003,0.002753244720498022,4.094223687494242,0.016519475786605495
pretrained,1,exact_r1,probe,3,1.0,0.0,2.841361149077687e-15,8.406462723427028e-17,0.9995699352412313,0.0005870945293309153,0.0025803884536714948,0.0035225606638282984
pretrained,1,exact_r16,probe,3,1.0,0.0,3.0736221671683e-15,8.382838839202312e-17,0.999436748938428,0.0004254044920532705,0.0033794974738999306,0.0025524235658094916
pretrained,1,exact_r2,probe,3,1.0,0.0,2.978073732898127e-15,2.9615641193430002e-16,0.9992544635854386,0.000522419747402727,0.004473216493891043,0.0031345255089108154
pretrained,1,exact_r4,probe,3,1.0,0.0,3.0042382960503864e-15,9.696725886218878e-17,0.9993027967435342,0.0007609971336934635,0.004183217037212603,0.004565985208975875
pretrained,1,exact_r64,probe,3,1.0,0.0,3.1410798862832465e-15,1.3140699637241749e-17,0.999514427036047,0.0003031040298813052,0.0029134305064130953,0.0018186136044063955
pretrained,1,exact_r8,probe,3,1.0,0.0,2.9133103787990783e-15,3.772793007123641e-16,0.9992909799847338,0.000658051336411619,0.004254123517225876,0.003948297751074836
pretrained,1,pairwise,probe,3,0.7118100140381742,0.050340409369653914,1.7291398999039773,0.3020424534763608,0.6987193639355677,0.045289068447811734,1.8076838141790144,0.27173440203850857
pretrained,1,pairwise_plus_triadic,probe,3,0.6914146412853841,0.060346184499664265,1.8515121608420655,0.36207712422342264,0.6785669811069965,0.05248789501938549,1.9285981208086014,0.31492735920317805
pretrained,1,raw_projection_r4,raw_projection,3,1.0,0.0,3.3251108415923173e-15,6.356338050472918e-17,0.9996365352913186,0.0002541021191709398,0.00218078888873505,0.0015246158350822677
pretrained,1,raw_skew_bilinear_r8,raw_skew_bilinear,3,0.3410699832494612,0.0042832964218381285,3.953580090293178,0.025699757316630756,0.34144397935381643,0.0044422050647947,3.9513361045607813,0.026653228730350764
pretrained,2,exact_r1,probe,3,1.0,0.0,2.302439940931195e-15,3.077714101025903e-16,0.9997584794958433,0.0003002706112009099,0.0014491228516649076,0.0018016131061868183
pretrained,2,exact_r16,probe,3,1.0,0.0,2.9983479464009364e-15,1.7048142585629089e-16,0.9993573748679073,0.0004111656049335332,0.0038557477280307837,0.0024669773705291794
pretrained,2,exact_r2,probe,3,1.0,0.0,3.0556628376425333e-15,2.2187250975784441e-16,0.9986738344585454,0.0008676881471644691,0.0079569878410742,0.005206129721363393
pretrained,2,exact_r4,probe,3,1.0,0.0,2.9993541777323386e-15,8.182854012163584e-17,0.9992211735634893,0.0004497970659248571,0.004672958280867466,0.0026987742174444016
pretrained,2,exact_r64,probe,3,1.0,0.0,3.111737410126732e-15,1.6701326082877966e-17,0.9995154823969912,0.00026285178438829155,0.0029070970515561014,0.0015771003062701008
pretrained,2,exact_r8,probe,3,1.0,0.0,2.9555872619016723e-15,1.1548400172661171e-16,0.9993241895680074,0.00043295210590331423,0.004054867962151076,0.0025977127351798795
pretrained,2,pairwise,probe,3,0.7777798497290522,0.08969900539971816,1.3333209103180304,0.5381940558657651,0.7703469805419445,0.08516117909405622,1.3779181097806603,0.5109670670856
pretrained,2,pairwise_plus_triadic,probe,3,0.6881123670825252,0.07184289724237387,1.8713257910200845,0.4310573909647138,0.6824016016390588,0.0695644749416588,1.9055903879580673,0.4173868324433138
pretrained,2,raw_projection_r4,raw_projection,3,1.0,0.0,2.9962073515005238e-15,1.0536865189499743e-16,0.9996736384928226,0.00025127441061383135,0.00195816860744984,0.0015076398798391376
pretrained,2,raw_skew_bilinear_r8,raw_skew_bilinear,3,0.44083492347487696,0.002803391194832602,3.3549904696367405,0.016820351116483927,0.44121207545200986,0.0029264193808543676,3.3527275566701538,0.01755850279329566
pretrained,3,exact_r1,probe,3,1.0,0.0,2.429646652482918e-15,5.054587196941779e-16,0.9996575551728408,0.00011162899946965557,0.00205467724245628,0.0006697780069514279
