variant_name,layer_index,probe_name,probe_family,group_type,group_name,run_count,example_count_mean,example_count_std,test_accuracy_mean,test_accuracy_std,test_accuracy_polarity_invariant_mean,test_accuracy_polarity_invariant_std
pretrained,0,exact_r1,exact,query_direction_type,hidden_positive,5,72,0.0,0.5638888888888889,0.2973325340464261,0.7361111111111112,0.15434799146453385
pretrained,0,exact_r1,exact,query_direction_type,matched_negative,5,72,0.0,0.4888888888888889,0.3059341089390748,0.7222222222222222,0.17894581564896006
pretrained,0,exact_r1,exact,query_distance_type,visible_5,5,52.4,6.06630035524124,0.5298850574712644,0.06940673933455475,0.5451149425287356,0.05821935881574875
pretrained,0,exact_r1,exact,query_distance_type,visible_6,5,45.2,5.932958789676531,0.5564304993252361,0.10037045767481194,0.5918151147098516,0.059306080885450245
pretrained,0,exact_r1,exact,query_distance_type,visible_7,5,46.4,7.402702209328699,0.49186327888687237,0.0572172056450555,0.5448138371005885,0.029089799162627307
pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_5,5,26.2,3.03315017762062,0.5763793103448276,0.33014267645161943,0.7769540229885058,0.1428531485956148
pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_6,5,22.6,2.9664793948382653,0.5846761133603239,0.2084089374200096,0.666727395411606,0.13285070544742328
pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_7,5,23.2,3.7013511046643495,0.523531595446296,0.36591516336644864,0.7893210691305065,0.1730685571046364
pretrained,0,exact_r1,exact,query_type,matched_negative_visible_5,5,26.2,3.03315017762062,0.4833908045977011,0.2796412884951116,0.6867241379310345,0.18698048651794102
pretrained,0,exact_r1,exact,query_type,matched_negative_visible_6,5,22.6,2.9664793948382653,0.5281848852901485,0.33836967551719777,0.7551484480431849,0.18469192953288446
pretrained,0,exact_r1,exact,query_type,matched_negative_visible_7,5,23.2,3.7013511046643495,0.4601949623274487,0.3080624756475873,0.736057031292966,0.16501329538464918
pretrained,0,exact_r1,exact,relation_id,masked_balanced_triplet,5,144,0.0,0.5263888888888889,0.04694567716987658,0.5347222222222222,0.039589424482608965
pretrained,0,exact_r1,exact,template_family_id,balanced_align,5,72,6.0,0.5091297591297591,0.04027401977226406,0.5263014763014763,0.0293509408074016
pretrained,0,exact_r1,exact,template_family_id,balanced_sync,5,72,6.0,0.5408119658119658,0.06264547683116863,0.5463675213675213,0.05761113314274752
pretrained,0,exact_r1,exact,template_id,balanced_triplet_align_forward,5,37.6,6.985699678629192,0.5082023239917977,0.10180594862977951,0.5654818865345181,0.07133513857029329
pretrained,0,exact_r1,exact,template_id,balanced_triplet_align_reverse,5,34.4,5.549774770204643,0.5100280112044818,0.06071617167583788,0.5485994397759104,0.029321883137017436
pretrained,0,exact_r1,exact,template_id,balanced_triplet_sync_forward,5,36,5.0990195135927845,0.5241116661975795,0.04896482940648816,0.5449672811708416,0.02442743554825107
pretrained,0,exact_r1,exact,template_id,balanced_triplet_sync_reverse,5,36,7.0710678118654755,0.5564546035805626,0.07971705524870368,0.5682193094629157,0.0672411258072518
pretrained,0,exact_r16,exact,query_direction_type,hidden_positive,5,72,0.0,0.4916666666666667,0.08193267335418127,0.5527777777777778,0.05760122598146589
pretrained,0,exact_r16,exact,query_direction_type,matched_negative,5,72,0.0,0.49722222222222223,0.07176672601535454,0.5527777777777778,0.04096633667709067
pretrained,0,exact_r16,exact,query_distance_type,visible_5,5,52.4,6.06630035524124,0.49439655172413793,0.07751699765440749,0.5527298850574712,0.05072062936676831
pretrained,0,exact_r16,exact,query_distance_type,visible_6,5,45.2,5.932958789676531,0.4871727395411606,0.05933099449104161,0.5461605937921727,0.03259355222796632
pretrained,0,exact_r16,exact,query_distance_type,visible_7,5,46.4,7.402702209328699,0.4955707254028488,0.08381472274776677,0.5682979981301215,0.034909313304312024
pretrained,0,exact_r16,exact,query_type,hidden_positive_visible_5,5,26.2,3.03315017762062,0.47344827586206895,0.097496531844778,0.573448275862069,0.06036145091233782
pretrained,0,exact_r16,exact,query_type,hidden_positive_visible_6,5,22.6,2.9664793948382653,0.4817476383265857,0.13701758356922575,0.6015856950067476,0.07931385315924469
pretrained,0,exact_r16,exact,query_type,hidden_positive_visible_7,5,23.2,3.7013511046643495,0.4998542594731343,0.14908755463477627,0.6271269867458615,0.04500596680997755
pretrained,0,exact_r16,exact,query_type,matched_negative_visible_5,5,26.2,3.03315017762062,0.5153448275862069,0.12434356637827992,0.5886781609195402,0.0769797498478846
pretrained,0,exact_r16,exact,query_type,matched_negative_visible_6,5,22.6,2.9664793948382653,0.4925978407557355,0.08245048583486209,0.5600337381916329,0.04859537441644728
pretrained,0,exact_r16,exact,query_type,matched_negative_visible_7,5,23.2,3.7013511046643495,0.4912871913325634,0.033213128335645055,0.5261356761810483,0.018551582833641486
pretrained,0,exact_r16,exact,relation_id,masked_balanced_triplet,5,144,0.0,0.49444444444444446,0.06428770450573955,0.55,0.03234948527458921
pretrained,0,exact_r16,exact,template_family_id,balanced_align,5,72,6.0,0.5102758352758352,0.03840560180178339,0.5312160062160062,0.019721369955713063
pretrained,0,exact_r16,exact,template_family_id,balanced_sync,5,72,6.0,0.47585470085470083,0.09628315142333756,0.5702991452991453,0.061820120505312874
pretrained,0,exact_r16,exact,template_id,balanced_triplet_align_forward,5,37.6,6.985699678629192,0.5350386455649614,0.060789304075195234,0.5532204637467796,0.04110292741341467
pretrained,0,exact_r16,exact,template_id,balanced_triplet_align_reverse,5,34.4,5.549774770204643,0.48745098039215684,0.024691970094724836,0.5225490196078432,0.013075469282695236
pretrained,0,exact_r16,exact,template_id,balanced_triplet_sync_forward,5,36,5.0990195135927845,0.44205952716014635,0.09789858904665955,0.5895194202082747,0.06134613667890524
pretrained,0,exact_r16,exact,template_id,balanced_triplet_sync_reverse,5,36,7.0710678118654755,0.5150593715747168,0.11529945363192494,0.5900593715747169,0.058643685402274985
pretrained,0,exact_r2,exact,query_direction_type,hidden_positive,5,72,0.0,0.4861111111111111,0.11111111111111109,0.5694444444444444,0.0809854429839625
pretrained,0,exact_r2,exact,query_direction_type,matched_negative,5,72,0.0,0.4861111111111111,0.11410886614690958,0.5861111111111111,0.06319062870042959
pretrained,0,exact_r2,exact,query_distance_type,visible_5,5,52.4,6.06630035524124,0.5046551724137931,0.03963051561447237,0.5336781609195402,0.013412415963149816
pretrained,0,exact_r2,exact,query_distance_type,visible_6,5,45.2,5.932958789676531,0.4771997300944669,0.09499342739725385,0.5793792172739541,0.0423938847547823
pretrained,0,exact_r2,exact,query_distance_type,visible_7,5,46.4,7.402702209328699,0.4722075565088269,0.06555205033321228,0.550676456030358,0.045304163187885334
pretrained,0,exact_r2,exact,query_type,hidden_positive_visible_5,5,26.2,3.03315017762062,0.5170114942528735,0.131345165060337,0.5836781609195403,0.09413154512184546
pretrained,0,exact_r2,exact,query_type,hidden_positive_visible_6,5,22.6,2.9664793948382653,0.44860998650472333,0.1512328080049099,0.616302294197031,0.09625356892858512
pretrained,0,exact_r2,exact,query_type,hidden_positive_visible_7,5,23.2,3.7013511046643495,0.47485563438376505,0.11556343721051189,0.5839465434746741,0.07305086735302913
pretrained,0,exact_r2,exact,query_type,matched_negative_visible_5,5,26.2,3.03315017762062,0.4922988505747127,0.15300576018661538,0.624367816091954,0.0644259666518065
pretrained,0,exact_r2,exact,query_type,matched_negative_visible_6,5,22.6,2.9664793948382653,0.5057894736842106,0.07492327048687457,0.5591228070175439,0.035860996644438224
pretrained,0,exact_r2,exact,query_type,matched_negative_visible_7,5,23.2,3.7013511046643495,0.4695594786338888,0.16885925939735355,0.6213496122752021,0.10613468170841339
pretrained,0,exact_r2,exact,relation_id,masked_balanced_triplet,5,144,0.0,0.4861111111111111,0.04364515656241854,0.5388888888888889,0.015987311712807453
pretrained,0,exact_r2,exact,template_family_id,balanced_align,5,72,6.0,0.48329448329448327,0.05460123836244447,0.5460761460761461,0.026007192172020653
pretrained,0,exact_r2,exact,template_family_id,balanced_sync,5,72,6.0,0.48838383838383836,0.03657592404960675,0.5330613830613831,0.011838429838209187
pretrained,0,exact_r2,exact,template_id,balanced_triplet_align_forward,5,37.6,6.985699678629192,0.46500692290165974,0.07277649453563718,0.5665720244667614,0.03587853691142907
