variant_name,delta_name,seed_count,pearson_r_mean,pearson_r_std,spearman_r_mean,spearman_r_std,delta_mean,curl_mean
pretrained,delta_pairwise_plus_triadic,5,-0.31908978437489566,0.3496949393244773,-0.2616997137184205,0.20799975359960768,0.02403846153846154,2.103575322363112
pretrained,delta_triadic,5,-0.3240317574496972,0.20462710645752558,-0.2791115488888838,0.11004885543012043,0.025641025641025633,2.103575322363112
random_control,delta_pairwise_plus_triadic,5,0.11045909995496421,0.41991298553187606,0.10815557696016251,0.33489471132420945,0.0018162393162393185,0.9564495618359592
random_control,delta_triadic,5,-0.07440530451015977,0.5433662701869288,-0.06507557389115948,0.5347023424646231,0.0075854700854700915,0.9564495618359592
