variant_name,layer_index,probe_name,probe_family,rank,num_parameters_mean,num_parameters_std,run_count,train_accuracy_mean,train_accuracy_std,test_accuracy_mean,test_accuracy_std,test_accuracy_polarity_invariant_mean,test_accuracy_polarity_invariant_std
pretrained,4,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9825,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,4,triadic,triadic,87,534878,0.0,1,0.9766666666666667,0.0,0.5625,0.0,0.5625,0.0
pretrained,5,exact_r1,exact,1,1032,0.0,1,0.5691666666666667,0.0,0.5277777777777778,0.0,0.5277777777777778,0.0
pretrained,5,exact_r16,exact,16,16482,0.0,1,0.6341666666666667,0.0,0.4166666666666667,0.0,0.5833333333333333,0.0
pretrained,5,exact_r2,exact,2,2062,0.0,1,0.625,0.0,0.5069444444444444,0.0,0.5069444444444444,0.0
pretrained,5,exact_r4,exact,4,4122,0.0,1,0.6458333333333334,0.0,0.4722222222222222,0.0,0.5277777777777778,0.0
pretrained,5,exact_r64,exact,64,65922,0.0,1,0.6083333333333333,0.0,0.4583333333333333,0.0,0.5416666666666667,0.0
pretrained,5,exact_r8,exact,8,8242,0.0,1,0.6491666666666667,0.0,0.4583333333333333,0.0,0.5416666666666667,0.0
pretrained,5,pairwise,pairwise,64,533058,0.0,1,0.915,0.0,0.4722222222222222,0.0,0.5277777777777778,0.0
pretrained,5,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9733333333333334,0.0,0.5277777777777778,0.0,0.5277777777777778,0.0
pretrained,5,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,5,triadic,triadic,87,534878,0.0,1,0.9666666666666667,0.0,0.5,0.0,0.5,0.0
pretrained,6,exact_r1,exact,1,1032,0.0,1,0.6083333333333333,0.0,0.4930555555555556,0.0,0.5069444444444444,0.0
pretrained,6,exact_r16,exact,16,16482,0.0,1,0.6408333333333334,0.0,0.4513888888888889,0.0,0.5486111111111112,0.0
pretrained,6,exact_r2,exact,2,2062,0.0,1,0.6291666666666667,0.0,0.4236111111111111,0.0,0.5763888888888888,0.0
pretrained,6,exact_r4,exact,4,4122,0.0,1,0.6416666666666667,0.0,0.5,0.0,0.5,0.0
pretrained,6,exact_r64,exact,64,65922,0.0,1,0.615,0.0,0.5,0.0,0.5,0.0
pretrained,6,exact_r8,exact,8,8242,0.0,1,0.6433333333333333,0.0,0.5,0.0,0.5,0.0
pretrained,6,pairwise,pairwise,64,533058,0.0,1,0.9033333333333333,0.0,0.5,0.0,0.5,0.0
pretrained,6,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.98,0.0,0.4930555555555556,0.0,0.5069444444444444,0.0
pretrained,6,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,6,triadic,triadic,87,534878,0.0,1,0.965,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,7,exact_r1,exact,1,1032,0.0,1,0.565,0.0,0.5416666666666666,0.0,0.5416666666666666,0.0
pretrained,7,exact_r16,exact,16,16482,0.0,1,0.6475,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0
pretrained,7,exact_r2,exact,2,2062,0.0,1,0.6258333333333334,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,7,exact_r4,exact,4,4122,0.0,1,0.6316666666666667,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,7,exact_r64,exact,64,65922,0.0,1,0.6241666666666666,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0
pretrained,7,exact_r8,exact,8,8242,0.0,1,0.6433333333333333,0.0,0.5486111111111112,0.0,0.5486111111111112,0.0
pretrained,7,pairwise,pairwise,64,533058,0.0,1,0.9283333333333333,0.0,0.5277777777777778,0.0,0.5277777777777778,0.0
pretrained,7,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9833333333333333,0.0,0.5416666666666666,0.0,0.5416666666666666,0.0
pretrained,7,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,7,triadic,triadic,87,534878,0.0,1,0.9833333333333333,0.0,0.4791666666666667,0.0,0.5208333333333333,0.0
pretrained,8,exact_r1,exact,1,1032,0.0,1,0.6091666666666666,0.0,0.4861111111111111,0.0,0.5138888888888888,0.0
pretrained,8,exact_r16,exact,16,16482,0.0,1,0.6375,0.0,0.4930555555555556,0.0,0.5069444444444444,0.0
pretrained,8,exact_r2,exact,2,2062,0.0,1,0.64,0.0,0.5,0.0,0.5,0.0
pretrained,8,exact_r4,exact,4,4122,0.0,1,0.6433333333333333,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,8,exact_r64,exact,64,65922,0.0,1,0.6308333333333334,0.0,0.5069444444444444,0.0,0.5069444444444444,0.0
pretrained,8,exact_r8,exact,8,8242,0.0,1,0.6375,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,8,pairwise,pairwise,64,533058,0.0,1,0.9141666666666667,0.0,0.5138888888888888,0.0,0.5138888888888888,0.0
pretrained,8,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9675,0.0,0.5138888888888888,0.0,0.5138888888888888,0.0
pretrained,8,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,8,triadic,triadic,87,534878,0.0,1,0.9708333333333333,0.0,0.5,0.0,0.5,0.0
pretrained,9,exact_r1,exact,1,1032,0.0,1,0.6291666666666667,0.0,0.5416666666666666,0.0,0.5416666666666666,0.0
pretrained,9,exact_r16,exact,16,16482,0.0,1,0.6516666666666666,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
pretrained,9,exact_r2,exact,2,2062,0.0,1,0.64,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,9,exact_r4,exact,4,4122,0.0,1,0.6541666666666667,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
pretrained,9,exact_r64,exact,64,65922,0.0,1,0.6208333333333333,0.0,0.5138888888888888,0.0,0.5138888888888888,0.0
pretrained,9,exact_r8,exact,8,8242,0.0,1,0.65,0.0,0.4722222222222222,0.0,0.5277777777777778,0.0
pretrained,9,pairwise,pairwise,64,533058,0.0,1,0.9325,0.0,0.5763888888888888,0.0,0.5763888888888888,0.0
pretrained,9,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9808333333333333,0.0,0.5,0.0,0.5,0.0
pretrained,9,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,9,triadic,triadic,87,534878,0.0,1,0.9758333333333333,0.0,0.5625,0.0,0.5625,0.0
pretrained,10,exact_r1,exact,1,1032,0.0,1,0.6216666666666667,0.0,0.5277777777777778,0.0,0.5277777777777778,0.0
pretrained,10,exact_r16,exact,16,16482,0.0,1,0.6533333333333333,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,10,exact_r2,exact,2,2062,0.0,1,0.6391666666666667,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0
pretrained,10,exact_r4,exact,4,4122,0.0,1,0.6475,0.0,0.5416666666666666,0.0,0.5416666666666666,0.0
pretrained,10,exact_r64,exact,64,65922,0.0,1,0.6208333333333333,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0
pretrained,10,exact_r8,exact,8,8242,0.0,1,0.6425,0.0,0.5972222222222222,0.0,0.5972222222222222,0.0
pretrained,10,pairwise,pairwise,64,533058,0.0,1,0.9616666666666667,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,10,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.985,0.0,0.5902777777777778,0.0,0.5902777777777778,0.0
pretrained,10,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,10,triadic,triadic,87,534878,0.0,1,0.9875,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0
pretrained,11,exact_r1,exact,1,1032,0.0,1,0.5958333333333333,0.0,0.5208333333333334,0.0,0.5208333333333334,0.0
pretrained,11,exact_r16,exact,16,16482,0.0,1,0.6791666666666667,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,11,exact_r2,exact,2,2062,0.0,1,0.6633333333333333,0.0,0.5416666666666666,0.0,0.5416666666666666,0.0
pretrained,11,exact_r4,exact,4,4122,0.0,1,0.6766666666666666,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,11,exact_r64,exact,64,65922,0.0,1,0.6466666666666666,0.0,0.5625,0.0,0.5625,0.0
pretrained,11,exact_r8,exact,8,8242,0.0,1,0.6833333333333333,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,11,pairwise,pairwise,64,533058,0.0,1,0.9925,0.0,0.5486111111111112,0.0,0.5486111111111112,0.0
pretrained,11,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9966666666666667,0.0,0.6458333333333334,0.0,0.6458333333333334,0.0
pretrained,11,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,11,triadic,triadic,87,534878,0.0,1,0.9825,0.0,0.5902777777777778,0.0,0.5902777777777778,0.0
pretrained,12,exact_r1,exact,1,1032,0.0,1,0.635,0.0,0.5069444444444444,0.0,0.5069444444444444,0.0
pretrained,12,exact_r16,exact,16,16482,0.0,1,0.6991666666666667,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,12,exact_r2,exact,2,2062,0.0,1,0.67,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,12,exact_r4,exact,4,4122,0.0,1,0.6933333333333334,0.0,0.5902777777777778,0.0,0.5902777777777778,0.0
pretrained,12,exact_r64,exact,64,65922,0.0,1,0.6725,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,12,exact_r8,exact,8,8242,0.0,1,0.7016666666666667,0.0,0.5972222222222222,0.0,0.5972222222222222,0.0
pretrained,12,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
pretrained,12,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9958333333333333,0.0,0.6805555555555556,0.0,0.6805555555555556,0.0
pretrained,12,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,12,triadic,triadic,87,534878,0.0,1,0.9458333333333333,0.0,0.5972222222222222,0.0,0.5972222222222222,0.0
pretrained,13,exact_r1,exact,1,1032,0.0,1,0.6375,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,13,exact_r16,exact,16,16482,0.0,1,0.71,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,13,exact_r2,exact,2,2062,0.0,1,0.675,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,13,exact_r4,exact,4,4122,0.0,1,0.6966666666666667,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,13,exact_r64,exact,64,65922,0.0,1,0.6875,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,13,exact_r8,exact,8,8242,0.0,1,0.7191666666666666,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,13,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,13,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9875,0.0,0.7013888888888888,0.0,0.7013888888888888,0.0
pretrained,13,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,13,triadic,triadic,87,534878,0.0,1,0.9975,0.0,0.6388888888888888,0.0,0.6388888888888888,0.0
pretrained,14,exact_r1,exact,1,1032,0.0,1,0.6516666666666666,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
pretrained,14,exact_r16,exact,16,16482,0.0,1,0.7083333333333334,0.0,0.5972222222222222,0.0,0.5972222222222222,0.0
pretrained,14,exact_r2,exact,2,2062,0.0,1,0.7058333333333333,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,14,exact_r4,exact,4,4122,0.0,1,0.7216666666666667,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,14,exact_r64,exact,64,65922,0.0,1,0.6908333333333333,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,14,exact_r8,exact,8,8242,0.0,1,0.7141666666666666,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,14,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.5625,0.0,0.5625,0.0
pretrained,14,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,1.0,0.0,0.6944444444444444,0.0,0.6944444444444444,0.0
pretrained,14,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,14,triadic,triadic,87,534878,0.0,1,0.9708333333333333,0.0,0.6388888888888888,0.0,0.6388888888888888,0.0
pretrained,15,exact_r1,exact,1,1032,0.0,1,0.655,0.0,0.5069444444444444,0.0,0.5069444444444444,0.0
pretrained,15,exact_r16,exact,16,16482,0.0,1,0.7141666666666666,0.0,0.5902777777777778,0.0,0.5902777777777778,0.0
pretrained,15,exact_r2,exact,2,2062,0.0,1,0.6808333333333333,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,15,exact_r4,exact,4,4122,0.0,1,0.7166666666666667,0.0,0.5763888888888888,0.0,0.5763888888888888,0.0
pretrained,15,exact_r64,exact,64,65922,0.0,1,0.6883333333333334,0.0,0.5902777777777778,0.0,0.5902777777777778,0.0
pretrained,15,exact_r8,exact,8,8242,0.0,1,0.7133333333333334,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0
pretrained,15,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,15,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9975,0.0,0.6527777777777778,0.0,0.6527777777777778,0.0
pretrained,15,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,15,triadic,triadic,87,534878,0.0,1,0.9766666666666667,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,16,exact_r1,exact,1,1032,0.0,1,0.6616666666666666,0.0,0.5347222222222222,0.0,0.5347222222222222,0.0
pretrained,16,exact_r16,exact,16,16482,0.0,1,0.7191666666666666,0.0,0.5625,0.0,0.5625,0.0
pretrained,16,exact_r2,exact,2,2062,0.0,1,0.6766666666666666,0.0,0.5763888888888888,0.0,0.5763888888888888,0.0
pretrained,16,exact_r4,exact,4,4122,0.0,1,0.7116666666666667,0.0,0.5625,0.0,0.5625,0.0
pretrained,16,exact_r64,exact,64,65922,0.0,1,0.7125,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,16,exact_r8,exact,8,8242,0.0,1,0.73,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,16,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,16,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,1.0,0.0,0.6458333333333334,0.0,0.6458333333333334,0.0
pretrained,16,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,16,triadic,triadic,87,534878,0.0,1,0.9941666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
pretrained,17,exact_r1,exact,1,1032,0.0,1,0.6575,0.0,0.5,0.0,0.5,0.0
pretrained,17,exact_r16,exact,16,16482,0.0,1,0.7175,0.0,0.5902777777777778,0.0,0.5902777777777778,0.0
pretrained,17,exact_r2,exact,2,2062,0.0,1,0.6783333333333333,0.0,0.5486111111111112,0.0,0.5486111111111112,0.0
pretrained,17,exact_r4,exact,4,4122,0.0,1,0.7275,0.0,0.5625,0.0,0.5625,0.0
pretrained,17,exact_r64,exact,64,65922,0.0,1,0.7133333333333334,0.0,0.625,0.0,0.625,0.0
pretrained,17,exact_r8,exact,8,8242,0.0,1,0.7233333333333334,0.0,0.6319444444444444,0.0,0.6319444444444444,0.0
pretrained,17,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6527777777777778,0.0,0.6527777777777778,0.0
pretrained,17,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9783333333333334,0.0,0.6736111111111112,0.0,0.6736111111111112,0.0
pretrained,17,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,17,triadic,triadic,87,534878,0.0,1,0.975,0.0,0.6458333333333334,0.0,0.6458333333333334,0.0
pretrained,18,exact_r1,exact,1,1032,0.0,1,0.6516666666666666,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,18,exact_r16,exact,16,16482,0.0,1,0.7016666666666667,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,18,exact_r2,exact,2,2062,0.0,1,0.6983333333333334,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,18,exact_r4,exact,4,4122,0.0,1,0.7058333333333333,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,18,exact_r64,exact,64,65922,0.0,1,0.6983333333333334,0.0,0.625,0.0,0.625,0.0
pretrained,18,exact_r8,exact,8,8242,0.0,1,0.7108333333333333,0.0,0.625,0.0,0.625,0.0
pretrained,18,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,18,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,1.0,0.0,0.6527777777777778,0.0,0.6527777777777778,0.0
pretrained,18,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,18,triadic,triadic,87,534878,0.0,1,0.995,0.0,0.6736111111111112,0.0,0.6736111111111112,0.0
pretrained,19,exact_r1,exact,1,1032,0.0,1,0.6766666666666666,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0
pretrained,19,exact_r16,exact,16,16482,0.0,1,0.7166666666666667,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,19,exact_r2,exact,2,2062,0.0,1,0.6933333333333334,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,19,exact_r4,exact,4,4122,0.0,1,0.7275,0.0,0.5972222222222222,0.0,0.5972222222222222,0.0
pretrained,19,exact_r64,exact,64,65922,0.0,1,0.7183333333333334,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,19,exact_r8,exact,8,8242,0.0,1,0.7175,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,19,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.625,0.0,0.625,0.0
pretrained,19,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9733333333333334,0.0,0.6388888888888888,0.0,0.6388888888888888,0.0
pretrained,19,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,19,triadic,triadic,87,534878,0.0,1,0.9891666666666666,0.0,0.6527777777777778,0.0,0.6527777777777778,0.0
pretrained,20,exact_r1,exact,1,1032,0.0,1,0.6841666666666667,0.0,0.5625,0.0,0.5625,0.0
pretrained,20,exact_r16,exact,16,16482,0.0,1,0.7125,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,20,exact_r2,exact,2,2062,0.0,1,0.7108333333333333,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,20,exact_r4,exact,4,4122,0.0,1,0.7408333333333333,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,20,exact_r64,exact,64,65922,0.0,1,0.7391666666666666,0.0,0.6111111111111112,0.0,0.6111111111111112,0.0
pretrained,20,exact_r8,exact,8,8242,0.0,1,0.7358333333333333,0.0,0.5694444444444444,0.0,0.5694444444444444,0.0
pretrained,20,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,20,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.0,1,0.9775,0.0,0.6041666666666666,0.0,0.6041666666666666,0.0
pretrained,20,query_only,query_only,64,1538,0.0,1,0.5,0.0,0.5,0.0,0.5,0.0
pretrained,20,triadic,triadic,87,534878,0.0,1,0.9625,0.0,0.6180555555555556,0.0,0.6180555555555556,0.0
pretrained,21,exact_r1,exact,1,1032,0.0,1,0.6425,0.0,0.5625,0.0,0.5625,0.0
pretrained,21,exact_r16,exact,16,16482,0.0,1,0.7366666666666667,0.0,0.6597222222222222,0.0,0.6597222222222222,0.0
pretrained,21,exact_r2,exact,2,2062,0.0,1,0.69,0.0,0.625,0.0,0.625,0.0
pretrained,21,exact_r4,exact,4,4122,0.0,1,0.7425,0.0,0.625,0.0,0.625,0.0
pretrained,21,exact_r64,exact,64,65922,0.0,1,0.7566666666666667,0.0,0.6458333333333334,0.0,0.6458333333333334,0.0
pretrained,21,exact_r8,exact,8,8242,0.0,1,0.7291666666666666,0.0,0.6597222222222222,0.0,0.6597222222222222,0.0
pretrained,21,pairwise,pairwise,64,533058,0.0,1,1.0,0.0,0.625,0.0,0.625,0.0
